user,user2int,lec,#run,#action,err_incomplete,err_without_ct,err_etc
0VaTqRz0,8910,409,2,17,0,0,1
CAiM2Ku9,8911,409,1,6,0,0,0
tTrH3X9S,8912,409,2,6,0,0,0
gsSr14lb,8913,409,2,19,1,0,0
DmiDaBmU,8914,409,1,6,0,0,0
HA2pNFWT,8915,409,1,6,0,0,0
1gIlejKi,8916,409,1,6,0,0,0
mHeDiEeM,8917,409,1,6,0,0,0
LGiBCsUd,8918,409,1,6,0,0,0
N9AqdvQ9,8919,409,3,11,0,0,1
Z0HHmiU6,8920,409,2,8,0,0,1
VYNnxrKe,8921,409,1,6,0,0,0
QnST2A8Y,8922,409,1,8,0,0,0
vEPcPwiQ,8923,409,2,7,0,0,1
p70VP6Tc,8924,409,3,19,0,0,2
4zRXFLIc,8925,409,1,6,0,0,0
Vhvxdo85,8926,409,4,24,0,1,2
oZlXvdzQ,8927,409,2,6,0,0,0
wO4HlMz2,8928,409,2,14,0,1,0
SJ50qLMA,8929,409,1,7,0,0,0
cJTeLWNp,8930,409,2,9,1,0,0
BAk5swzy,8931,409,4,7,0,0,3
kkr9ZW63,8932,409,2,14,0,0,1
wptnDMdl,8933,409,1,6,0,0,0
cYiYa1Jg,8934,409,1,6,0,0,0
p3b09o3W,8935,409,1,14,0,0,0
QhDoOWUA,8936,409,1,6,0,0,0
Tr8w9o8T,8937,409,2,7,0,0,1
0xXrd8nE,8938,409,2,10,0,0,1
A5EOrruM,8939,409,1,9,0,0,0
E9ko8mGU,8940,409,2,7,0,0,1
H0Wib5km,8941,409,2,6,0,0,0
pC0DR5Bj,8942,409,2,7,0,0,0
HtGABgyS,8943,409,1,6,0,0,0
4PERlrJo,8944,409,1,12,0,0,0
nTx97H0W,8945,409,4,13,3,0,0
ToyU4k8b,8946,409,1,7,0,0,0
FxPBwisl,8947,409,5,18,0,1,3
dxJ88nBV,8948,409,2,6,0,0,1
w37bZXUi,8949,409,1,6,0,0,0
IYkGuWnt,8950,409,1,6,0,0,0
V34Giaha,8951,409,1,6,0,0,0
t7sXpbER,8952,409,1,6,0,0,0
bLEuKDow,8953,409,3,20,0,0,2
vhazBxCJ,8954,409,1,6,0,0,0
wgRsI435,8955,409,1,6,0,0,0
ptO55kJY,8956,409,14,31,0,0,12
v5u9Ke7v,8957,409,4,13,2,0,1
mXyzOlWk,8958,409,1,6,0,0,0
hvMaW6iU,8959,409,3,7,0,0,1
zvDfsbDx,8960,409,51,132,3,0,30
IfAJjUW8,8961,409,8,32,0,1,5
CapFr7WL,8962,409,2,8,0,0,1
mGlPLxda,8963,409,1,6,0,0,0
WQUHYTE9,8964,409,2,7,0,0,0
4NHFk1iG,8965,409,1,7,0,0,0
2jbszM0j,8966,409,3,8,0,0,2
wQIHpRu3,8967,409,1,7,0,0,0
YbNRN5T7,8968,409,1,6,0,0,0
gfL5X1wV,8969,409,5,23,0,1,3
JUiBmLXH,8970,409,3,7,0,0,2
J3yow87a,8971,409,1,14,0,0,0
p3kzX4qh,8972,409,3,18,0,0,1
H1mGkXYc,8973,409,1,6,0,0,0
U5w1GezT,8974,409,2,15,0,0,1
JHYilaFI,8975,409,1,6,0,0,0
HOJM4YeX,8976,409,4,20,0,0,2
MObCWnrg,8977,409,2,9,0,0,1
gM11CK5g,8978,409,1,6,0,0,0
qRn7z4tZ,8979,409,4,17,1,0,2
6zJY15yI,8980,409,11,38,3,1,6
f7EQKCR2,8981,409,2,20,0,1,0
AM1mhlfD,8982,409,2,18,0,0,1
aHggh2BC,8983,409,10,27,3,0,2
1UzRPl8V,8984,409,4,21,2,1,0
pOkuium3,8985,409,1,8,0,0,0
LYZNycj7,8986,409,18,109,1,1,15
heDPsH0e,8987,409,1,14,0,0,0
Mnz6pB4W,8988,409,29,74,0,1,26
ZTwhAyvD,8989,409,1,6,0,0,0
FMTYzkan,8990,409,2,16,0,0,1
dOcq1Ja0,8991,409,1,6,0,0,0
1UPtTEFu,8992,409,2,15,0,0,0
6d9KD4Lc,8993,409,1,11,0,0,0
9m9jdfks,8994,409,1,6,0,0,0
F6YRQx7s,8995,409,1,6,0,0,0
PDmLVEQR,8996,409,2,6,0,0,0
tqLDnl6W,8997,409,5,18,1,1,1
yaVLra6K,8998,409,1,8,0,0,0
dXyrSIky,8999,409,5,10,0,0,4
mLVrg9dF,9000,409,1,9,0,0,0
BSJ1WMJS,9001,409,1,6,0,0,0
nWii4Bgo,9002,409,1,6,0,0,0
GLj2eW4N,9003,409,1,6,0,0,0
cOMJB83h,9004,409,1,6,0,0,0
jswgNbw3,9005,409,1,12,0,0,0
1p3sQA0I,9006,409,9,28,6,0,2
tbT8E7Zp,9007,409,1,6,0,0,0
CW1WFJqB,9008,409,1,6,0,0,0
F6h5r2kM,9009,409,2,18,0,0,1
8dCddJt2,9010,409,3,7,0,0,1
h7Eqvhlq,9011,409,1,7,0,0,0
H8CUN1Mc,9012,409,6,23,0,0,5
8qHD2FWZ,9013,409,9,42,0,1,6
QdHl22JB,9014,409,2,19,0,0,1
zk1QXUzv,9015,409,16,37,0,0,13
twwxyPgO,9016,409,4,37,0,0,3
s2R2MdiX,9017,409,1,6,0,0,0
LRWRvVFF,9018,409,3,9,1,0,1
1EDpqQUW,9019,409,3,13,0,0,2
V76XpMBf,9020,409,1,7,0,0,0
U8IbdSAY,9021,409,1,11,0,0,0
tJibJPuY,9022,409,2,8,0,0,1
Nmff01PV,9023,409,12,23,0,0,11
o9T61K9c,9024,409,3,8,0,0,0
FR49qYd7,9025,409,2,9,0,0,1
pTzOjmU8,9026,409,2,23,0,0,1
QpAYzKoV,9027,409,2,12,0,0,0
XetTpGDM,9028,409,5,25,0,0,0
KKs0rpKn,9029,409,2,15,0,0,1
6N3PWcsK,9030,409,3,15,0,0,1
KDQLVZP0,9031,409,4,13,3,0,0
jvxq1Xl6,9032,409,3,16,1,1,0
Z6VNYgi4,9033,409,5,36,0,0,4
bp82fyGy,9034,409,2,10,0,0,1
Vxo0hqnt,9035,409,4,18,0,1,2
6yI7DeDx,9036,409,2,11,0,0,1
xnjTTiRz,9037,409,1,6,0,0,0
S611N642,9038,409,1,6,0,0,0
k47TX6af,9039,409,2,30,0,0,1
GPlmubNP,9040,409,1,6,0,0,0
hHaHu7h4,9041,409,1,6,0,0,0
3Vi7P5MX,9042,409,3,9,0,0,2
GldGIAh1,9043,409,8,19,0,1,6
aizquuNt,9044,409,4,28,0,0,3
Oe7Pm1bO,9045,409,6,29,0,2,2
qcJlPQvD,9046,409,5,34,0,0,4
LcwMXobx,9047,409,1,6,0,0,0
MUettjsz,9048,409,1,6,0,0,0
ihtQC0b8,9049,409,4,24,0,0,2
v8S6Buj8,9050,409,1,7,0,0,0
7kQBlPcC,9051,409,6,25,0,1,3
uhsFzUJw,9052,409,2,17,0,0,1
lEvZ3OWa,9053,409,1,7,0,0,0
yXAws8zL,9054,409,3,15,0,0,2
ADrWtF8e,9055,409,1,6,0,0,0
vxpJcxdo,9056,409,1,8,0,0,0
RJ288Ddd,9057,409,1,6,0,0,0
uVJjdTwU,9058,409,1,6,0,0,0
lPpbprGS,9059,409,1,7,0,0,0
bWHsiwE4,9060,409,1,6,0,0,0
YbIbcve8,9061,409,6,46,0,0,5
cUXAHmeA,9062,409,1,6,0,0,0
J6er67Na,9063,409,1,10,0,0,0
YfeLC96D,9064,409,1,10,0,0,0
CyUW0m4p,9065,409,1,6,0,0,0
A7TI1xHa,9066,409,1,7,0,0,0
desa0R28,9067,409,1,6,0,0,0
FZHkrQ8f,9068,409,1,7,0,0,0
e8UD14fA,9069,409,1,7,0,0,0
GRYbTpTS,9070,409,1,8,0,0,0
XBj86S6B,9071,409,1,8,0,0,0
rD7unmcA,9072,409,2,9,0,0,1
hbwAKNUR,9073,409,1,6,0,0,0
7eTknnMf,9074,409,1,6,0,0,0
bQP01ytf,9075,409,12,43,1,0,9
4kK7JV5r,9076,409,31,103,0,0,29
bA4nWEGk,9077,409,2,18,0,0,1
viwpqBe7,9078,409,1,7,0,0,0
WDoMOwNx,9079,409,1,6,0,0,0
qnwgZ3Ut,9080,409,2,8,0,0,1
A7MewQIx,9081,409,8,19,0,0,7
JqGxI8Xd,9082,409,1,6,0,0,0
CekHewvb,9083,409,2,15,0,0,1
izENtvFx,9084,409,9,20,0,1,7
cTdEsfV4,9085,409,1,6,0,0,0
WJy8jEtc,9086,409,1,6,0,0,0
vsCgrOdl,9087,409,1,6,0,0,0
WfJSC7ql,9088,409,20,73,0,0,17
YMzEOhwo,9089,409,1,7,0,0,0
KJIldbBr,9090,409,18,71,1,0,15
7uM7XeFS,9091,409,5,27,0,1,3
jyl48Ku2,9092,409,8,49,0,0,7
xe3alcyJ,9093,409,2,7,0,0,0
zotDJLTF,9094,409,14,47,0,0,12
YZHW6Voh,9095,409,3,17,0,1,1
QwDV2Lrk,9096,409,4,18,2,1,0
mvRaTvq6,9097,409,1,6,0,0,0
ZqIFH4uG,9098,409,7,37,0,0,6
dNnGKf5e,9099,409,2,13,0,1,0
9sw0VGlH,9100,409,1,11,0,0,0
Xq8etW4D,9101,409,2,17,0,0,1
mnmIyLBF,9102,409,34,76,3,3,26
e5RTnegC,9103,409,5,25,0,0,0
sHbIYktM,9104,409,1,17,0,0,0
j5U6w075,9105,409,2,10,0,0,1
w7XUh1as,9106,409,7,22,1,0,3
A75t1RqD,9107,409,1,7,0,0,0
DxmcQiOD,9108,409,1,7,0,0,0
XDQLqGEg,9109,409,1,6,0,0,0
pPyVuEr0,9110,409,1,6,0,0,0
aNpA4pjO,9111,409,1,6,0,0,0
PEakOAdO,9112,409,8,14,5,0,1
LACN56sT,9113,409,2,7,0,0,0
ibkIcxRU,9114,409,1,7,0,0,0
Lsx68mVF,9115,409,1,6,0,0,0
8nXVkBwO,9116,409,1,6,0,0,0
tIQpyST4,9117,409,4,15,0,0,3
zUiOtnjl,9118,409,1,6,0,0,0
HJcvpM38,9119,409,8,31,0,1,4
zu7Ds1D9,9120,409,16,61,2,0,13
6o2Y1JCN,9121,409,2,6,0,0,1
YbFKm1Wj,9122,409,5,22,1,0,2
NIhlGyiR,9123,409,1,6,0,0,0
CKEfho4H,9124,409,4,27,0,0,2
qRAsvkh2,9125,409,1,6,0,0,0
AUUmp4ZA,9126,409,1,6,0,0,0
aS1ahhxi,9127,409,1,6,0,0,0
0Tc2VIM6,9128,409,1,7,0,0,0
7BLx6K5q,9129,409,1,6,0,0,0
w9bzQSfg,9130,409,2,6,0,0,0
82mVWJFc,9131,409,1,6,0,0,0
VDQFAicc,9132,409,7,26,0,1,5
YE5kA8YJ,9133,409,1,6,0,0,0
OWczbHVh,9134,409,5,42,0,0,4
g9q2WWnw,9135,409,1,6,0,0,0
ZBaIG0EM,9136,409,1,6,0,0,0
qNcZCHD6,9137,409,1,6,0,0,0
S16deep3,9138,409,3,16,0,0,2
ocJ1HNzf,9139,409,1,6,0,0,0
ED7NJYbM,9140,409,3,9,1,0,0
ThaXaZY7,9141,409,4,21,0,0,2
YiFqckBs,9142,409,2,6,0,0,0
seaI2dvi,9143,409,1,6,0,0,0
qLuX8hxP,9144,409,18,63,6,2,8
UAtTiON9,9145,409,1,6,0,0,0
5BiyRXFJ,9146,409,10,35,0,0,9
6bs6GZ14,9147,409,2,16,0,0,1
0xdCYHmo,9148,409,1,6,0,0,0
evU7A9o8,9149,409,1,6,0,0,0
RXXGI4V9,9150,409,2,7,0,0,1
nRLfKIZl,9151,409,2,8,0,0,1
OJAnaZis,9152,409,1,6,0,0,0
jKf809kS,9153,409,1,7,0,0,0
alo7z4ny,9154,409,1,7,0,0,0
STo38Y9e,9155,409,1,6,0,0,0
2vlaSets,9156,409,1,7,0,0,0
hFHrucCi,9157,409,2,11,0,0,0
IxK2BKlp,9158,409,1,6,0,0,0
BFuZSiE6,9159,409,2,7,0,0,1
9popbhpI,9160,409,5,32,0,0,4
MDtRh1HR,9161,409,1,6,0,0,0
7yqMbEeo,9162,409,2,7,0,0,1
vTumEZDs,9163,409,1,6,0,0,0
8fpcRqE1,9164,409,11,37,0,1,7
la4D6ItA,9165,409,5,18,0,0,4
K47gx6yL,9166,409,2,13,1,0,0
lLJNDToU,9167,409,2,9,0,0,1
dbl9Lb1V,9168,409,1,6,0,0,0
EAodxfBF,9169,409,6,11,0,0,5
WTOXenFA,9170,409,2,11,0,0,0
hyFQHNa1,9171,409,1,6,0,0,0
XP6eevqX,9172,409,1,8,0,0,0
POM8XM2G,9173,409,5,18,4,0,0
OlClUgtk,9174,409,2,8,0,0,1
XOzqvVIx,9175,409,2,7,0,0,1
ICsVXPhG,9176,409,15,29,0,0,11
Pi64CENF,9177,409,1,6,0,0,0
y1LhRIow,9178,409,1,6,0,0,0
9xTpWvQ2,9179,409,2,7,0,0,1
YJmehdCd,9180,409,1,6,0,0,0
bi65mjVH,9181,409,5,11,0,0,3
M646W9l9,9182,409,3,8,0,0,2
lDH4ulAW,9183,409,1,6,0,0,0
irFXP4p8,9184,409,1,6,0,0,0
vMv1Ir5m,9185,409,1,6,0,0,0
ucDwgrQg,9186,409,1,6,0,0,0
r4g5e51f,9187,409,2,11,0,0,1
FnEQndK4,9188,409,9,17,0,0,7
P92mcSB2,9189,409,2,8,0,0,1
PpVhj36I,9190,409,1,6,0,0,0
toQl0LUn,9191,409,4,13,0,0,3
Lc2Ggw7f,9192,409,1,6,0,0,0
t1gwj6rf,9193,409,2,7,0,0,1
qjApUZv2,9194,409,1,6,0,0,0
TFYTpyJV,9195,409,1,6,0,0,0
rn4kkOCO,9196,409,3,24,0,0,2
WcXiAGEK,9197,409,2,6,1,0,0
Yjjf1HyQ,9198,409,1,6,0,0,0
eSX6GRM4,9199,409,1,6,0,0,0
YtHWaDYw,9200,409,1,6,0,0,0
HgYTqTNh,9201,409,2,7,0,0,0
8dmd9adV,9202,409,1,7,0,0,0
Pdz2BF3f,9203,409,1,6,0,0,0
LaDdkmGi,9204,409,1,7,0,0,0
OLYT5DZ2,9205,409,1,6,0,0,0
76EB8RRR,9206,409,1,7,0,0,0
UVtdRiJc,9207,409,2,7,0,0,0
ia7tQKL0,9208,409,1,6,0,0,0
1tEiR8Qx,9209,409,1,7,0,0,0
Ekt7Tf0t,9210,409,1,8,0,0,0
WYbjQ6Ym,9211,409,1,6,0,0,0
4qE2BYu1,9212,409,1,6,0,0,0
LaXgXsy8,9213,409,3,21,0,0,2
IUPrQGj2,9214,409,1,6,0,0,0
z4a17Z4h,9215,409,1,6,0,0,0
HTx57pXJ,9216,409,1,6,0,0,0
EUanDFZd,9217,409,1,6,0,0,0
gWMYSW7L,9218,409,9,31,0,0,4
eLoH2ogN,9219,409,1,7,0,0,0
cR2VFu0D,9220,409,1,6,0,0,0
11Ivtkp2,9221,409,1,6,0,0,0
5iMKXI2R,9222,409,2,9,0,0,1
nzNERPoY,9223,409,1,7,0,0,0
RDNU5Uoa,9224,409,1,6,0,0,0
TDj9x3Lb,9225,409,1,6,0,0,0
wKgE49Mv,9226,409,1,6,0,0,0
OJPCifTy,9227,409,1,6,0,0,0
Dn02pg8F,9228,409,1,7,0,0,0
WA6oM1Hr,9229,409,1,6,0,0,0
Ah3ww27C,9230,409,1,6,0,0,0
7KfJ7rHN,9231,409,4,10,0,0,3
esBCbqjc,9232,409,1,7,0,0,0
nk1M1unq,9233,409,3,8,1,0,1
eRz9Dl8l,9234,409,8,26,2,1,4
FdYBY1HV,9235,409,1,7,0,0,0
ZSRqTmKv,9236,409,1,6,0,0,0
fUKnYH20,9237,409,1,6,0,0,0
N1GVHBZR,9238,409,1,6,0,0,0
Mkfib9P0,9239,409,1,6,0,0,0
N8fA6YFE,9240,409,1,6,0,0,0
EaoU52Hl,9241,409,19,86,1,3,14
7mNKSty0,9242,409,2,8,0,0,0
9uXZDhq0,9243,409,1,6,0,0,0
FTfn34nz,9244,409,1,6,0,0,0
SVpAFgjm,9245,409,1,9,0,0,0
P40Zvl8X,9246,409,1,6,0,0,0
RmXRiDDc,9247,409,22,105,3,0,17
GyOQymPg,9248,409,3,8,0,0,2
MxeDOwzK,9249,409,3,18,1,0,0
4j2MlJpP,9250,409,20,92,1,0,18
XlcPcMNQ,9251,409,1,12,0,0,0
lcb7d29y,9252,409,1,13,0,0,0
4TTa2LVK,9253,409,1,6,0,0,0
aMRqlJLV,9254,409,1,6,0,0,0
fynkWuze,9255,409,3,23,0,0,2
1kisgOLm,9256,409,1,6,0,0,0
sTLUIO2z,9257,409,1,7,0,0,0
HH5mOBWk,9258,409,1,7,0,0,0
OUTsHF8Y,9259,409,1,6,0,0,0
jbmCRsKT,9260,409,1,7,0,0,0
A6IB2kMk,9261,409,2,7,0,0,1
pKNn4pSL,9262,409,4,19,0,0,3
HBUoX0bw,9263,409,2,12,0,0,1
LFJeudIW,9264,409,1,7,0,0,0
PeCCDkjX,9265,409,1,8,0,0,0
tAjNHkuE,9266,409,6,16,2,0,2
C3yuG7kl,9267,409,18,61,0,0,16
Mj9ukxpl,9268,409,1,6,0,0,0
Iu9JgXw7,9269,409,1,6,0,0,0
hQGNnNsC,9270,409,1,7,0,0,0
7P6OMkmn,9271,409,3,20,0,1,1
NxuHylVe,9272,409,4,27,0,1,2
2XdKon2o,9273,409,1,6,0,0,0
BWgXkPtS,9274,409,1,6,0,0,0
g6t5hYCg,9275,409,1,14,0,0,0
2CCpVH6f,9276,409,1,12,0,0,0
Pv77ro8n,9277,409,1,6,0,0,0
oUDKkeSD,9278,409,1,7,0,0,0
5xutwIiS,9279,409,2,16,0,0,1
kYP9Y6rX,9280,409,1,7,0,0,0
F7i14Jhj,9281,409,2,6,0,0,0
oYm55Qs2,9282,409,1,6,0,0,0
g5M1VRW8,9283,409,2,6,0,0,0
jbrvy0hp,9284,409,7,38,4,1,1
3nRl0OdN,9285,409,8,61,0,2,5
2BCbPGHV,9286,409,1,6,0,0,0
uoxT36fq,9287,409,1,6,0,0,0
nOBSCuyT,9288,409,1,6,0,0,0
BgB4yxt1,9289,409,1,7,0,0,0
mJX652Mw,9290,409,1,6,0,0,0
X4IP2EbA,9291,409,1,6,0,0,0
Zwnu0jjd,9292,409,6,25,0,0,5
oLOTsU9P,9293,409,1,6,0,0,0
QAE6ZmVB,9294,409,3,8,0,0,2
ArlyzuhB,9295,409,2,25,0,0,1
jUa1gYUv,9296,409,10,70,0,1,6
02D0F9xR,9297,409,1,6,0,0,0
70OjvXP5,9298,409,1,7,0,0,0
23jzz2vM,9299,409,2,9,0,0,1
F8XXTJvg,9300,409,2,17,0,0,1
zRXjtpaj,9301,409,10,30,3,2,4
mZLVTcV1,9302,409,2,14,0,0,1
8N5fLAAT,9303,409,1,6,0,0,0
1D9KiM3T,9304,409,1,8,0,0,0
PzcyUB7K,9305,409,2,6,1,0,0
r2Tkvglx,9306,409,4,14,3,0,0
9JepUSfy,9307,409,4,30,0,0,2
HAGsgMVe,9308,409,1,8,0,0,0
d7K6wgUJ,9309,409,1,6,0,0,0
G7rtWeXx,9310,409,1,6,0,0,0
2A2Bxn9M,9311,409,5,21,1,0,3
UUG6WAn9,9312,409,2,8,0,0,1
T7zf8VGH,9313,409,1,8,0,0,0
YMYWyBwg,9314,409,8,25,6,1,0
vkq7c3iW,9315,409,2,14,0,0,0
hlHPTlOG,9316,409,2,8,0,0,1
YcOlfcB1,9317,409,1,6,0,0,0
wKFZTYr4,9318,409,1,6,0,0,0
ERIN2SSp,9319,409,1,7,0,0,0
VVXJpOW1,9320,409,3,7,0,0,2
isPdcapQ,9321,409,1,6,0,0,0
jqX1RStG,9322,409,2,7,0,0,1
1NQN9M3T,9323,409,1,6,0,0,0
EP0VlJbJ,9324,409,2,6,0,0,0
1JVvxQXd,9325,409,2,7,0,0,1
woRrcmHz,9326,409,2,13,0,0,1
z6KrtoZ2,9327,409,2,9,0,0,1
1cpB0DX7,9328,409,11,25,5,2,3
piwFK9GZ,9329,409,1,6,0,0,0
D6G9bBA6,9330,409,2,9,0,0,1
O0oOazXW,9331,409,11,28,0,0,10
avKI0R18,9332,409,2,13,0,0,1
TNUSwh5f,9333,409,2,7,0,0,1
zFJEQTND,9334,409,2,18,0,0,1
u2ewsj1y,9335,409,1,6,0,0,0
CGvudTuj,9336,409,6,29,1,1,3
0uVUZ8oH,9337,409,5,19,2,0,2
46woZ2uc,9338,409,3,10,0,0,2
IYOoRkEe,9339,409,3,12,0,0,1
TYGk0KTS,9340,409,15,67,0,0,14
LEEnVOvs,9341,409,3,23,0,1,1
7d5L4jCt,9342,409,1,6,0,0,0
T050W75a,9343,409,24,106,2,2,17
QqfExSAu,9344,409,1,6,0,0,0
5X0v68in,9345,409,3,28,0,1,1
obj4aTg7,9346,409,1,6,0,0,0
MH6bHgX1,9347,409,1,6,0,0,0
axXdexLC,9348,409,2,11,1,0,0
lRS4h0eQ,9349,409,1,7,0,0,0
TlQ4qwrk,9350,409,20,103,0,1,17
4H2Cyaf2,9351,409,1,7,0,0,0
MddpQ0Vn,9352,409,1,10,0,0,0
vQ6gNs0n,9353,409,3,14,0,0,1
oAuVxnWQ,9354,409,1,16,0,0,0
rwVScWPf,9355,409,1,6,0,0,0
TV1VBc2w,9356,409,14,37,1,0,12
k5MZ9uTY,9357,409,1,6,0,0,0
jXX5XFm1,9358,409,1,11,0,0,0
PdE2nXj3,9359,409,1,6,0,0,0
C2ACTemQ,9360,409,1,7,0,0,0
egkUxumv,9361,409,5,51,1,1,2
hKaI5fin,9362,409,2,18,0,0,1
3HlE1iMA,9363,409,3,30,0,1,1
Uco2mFPR,9364,409,4,15,2,0,1
DYCs4d8o,9365,409,2,14,1,0,0
1FmcTxSQ,9366,409,11,49,0,0,10
QkQvxiP2,9367,409,1,8,0,0,0
kxNA8Fg4,9368,409,1,7,0,0,0
AVB4H5bj,9369,409,18,159,1,0,16
Ewl2UMZx,9370,409,1,7,0,0,0
5oeNVKVa,9371,409,1,6,0,0,0
Tlazpr2v,9372,409,1,13,0,0,0
1DVHnNqR,9373,409,8,23,3,0,4
773IZBX1,9374,409,1,6,0,0,0
oZjnOXo5,9375,409,9,37,0,0,8
8U2Od7HK,9376,409,1,16,0,0,0
llnHxzRi,9377,409,13,38,0,0,11
GmYBwq1K,9378,409,2,11,0,0,1
pmjJUSCc,9379,409,9,19,8,0,0
s1QzL7P8,9380,409,1,9,0,0,0
sYcTa4jC,9381,409,15,38,0,0,13
3gYFF7Ns,9382,409,65,178,9,0,52
4khiiL7A,9383,409,25,82,1,2,21
BbO2iGhn,9384,409,8,33,1,0,5
qTOQf84g,9385,409,15,46,6,1,7
JepcxTEV,9386,409,2,16,0,0,1
Ws7jSMtJ,9387,409,2,8,0,0,1
7QksrkhB,9388,409,1,7,0,0,0
m4HEOc5a,9389,409,2,6,1,0,0
BphEwp3F,9390,409,1,6,0,0,0
WICcKO9f,9391,409,2,7,0,0,1
yBrkb4oW,9392,409,2,23,0,0,1
2qX6zyOJ,9393,409,2,10,0,0,1
6r219Yxh,9394,409,1,8,0,0,0
W5mzIJsj,9395,409,4,13,0,0,2
jyxLqaRs,9396,409,2,8,0,0,1
u0S1U6ar,9397,409,1,6,0,0,0
U6sdsHZm,9398,409,3,23,0,0,2
ZcPYPMC9,9399,409,1,8,0,0,0
SIemSdFO,9400,409,1,6,0,0,0
Rt4CSxSC,9401,409,3,24,0,1,1
cQlERCQH,9402,409,2,11,0,0,1
de3ckEsp,9403,409,2,9,1,0,0
0Em1NdLi,9404,409,1,6,0,0,0
NeGQrwep,9405,409,3,9,0,0,2
KWZTW0a4,9406,409,5,14,4,0,0
fubupIMb,9407,409,44,89,6,1,35
Qf23x3ny,9408,409,1,11,0,0,0
30NdneYm,9409,409,2,11,0,0,1
lfcPrjgA,9410,409,1,7,0,0,0
XwwykOux,9411,409,2,7,0,0,1
aIqw3O0o,9412,409,2,21,0,0,1
3rk7aoQi,9413,409,1,6,0,0,0
elXvuAK5,9414,409,2,8,0,0,1
KErASftN,9415,409,1,6,0,0,0
5nlLxCo7,9416,409,2,8,0,0,1
hDqKNep1,9417,409,1,7,0,0,0
2UjfcwTG,9418,409,4,39,0,0,3
Bv03quFe,9419,409,1,6,0,0,0
dJblLdU3,9420,409,14,43,2,3,7
xMAuahXF,9421,409,2,15,0,0,1
hTwU2lSA,9422,409,1,11,0,0,0
fEuFRGNc,9423,409,1,7,0,0,0
b6l6jqTe,9424,409,1,6,0,0,0
WgRBDkKA,9425,409,1,6,0,0,0
4ftFr7gY,9426,409,41,116,5,2,31
xbqZIixy,9427,409,2,12,0,0,0
HV9pBuLT,9428,409,1,6,0,0,0
62L0G3Nz,9429,409,3,25,0,0,2
zmk1pi85,9430,409,36,156,0,1,30
S8ntvkkR,9431,409,2,17,0,1,0
j9HXQq6p,9432,409,2,8,0,0,1
BUKcMbTp,9433,409,1,6,0,0,0
PG4IWPtF,9434,409,1,8,0,0,0
zkXzBKLO,9435,409,5,23,4,0,0
rvHUboFv,9436,409,7,57,0,0,4
x2Y3YvVY,9437,409,7,47,1,0,5
zxKvaXzr,9438,409,14,81,1,0,11
G7U5cY9r,9439,409,3,23,0,0,2
Hn2b2XUa,9440,409,1,7,0,0,0
7HK98QGR,9441,409,4,33,0,1,2
nzb4ltZo,9442,409,14,36,7,3,2
j6Q1CNIF,9443,409,2,7,0,0,1
T8uuqKPv,9444,409,22,72,6,0,14
c400MYT0,9445,409,1,6,0,0,0
TvBOfJJQ,9446,409,1,8,0,0,0
BqhnNoE6,9447,409,1,6,0,0,0
5TX6TN8x,9448,409,8,34,0,0,7
fczTAPv1,9449,409,1,8,0,0,0
D9TLRYnb,9450,409,1,9,0,0,0
lztfoCET,9451,409,1,6,0,0,0
wYPS3s6i,9452,409,1,6,0,0,0
Ts2ajPWd,9453,409,1,6,0,0,0
C8oT5sjJ,9454,409,4,8,0,0,3
wE8eKqNI,9455,409,2,7,0,0,1
ltz5G9lb,9456,409,4,13,0,0,3
gWb3qLUl,9457,409,1,6,0,0,0
uAT4o7A6,9458,409,1,6,0,0,0
isFaBu2f,9459,409,1,6,0,0,0
VaVa80LM,9460,409,3,21,0,0,1
DAxScAf2,9461,409,10,41,0,1,1
oR5nJ0d6,9462,409,12,54,1,0,4
3aKcd0W8,9463,409,2,14,1,0,0
RZURoEyX,9464,409,1,7,0,0,0
QPV9XQfL,9465,409,1,6,0,0,0
hq49idjH,9466,409,1,6,0,0,0
ss8ai8RH,9467,409,2,17,0,0,1
JvhuC3jz,9468,409,13,60,0,1,11
Jgq0fi95,9469,409,2,9,0,0,1
canx9h3m,9470,409,2,6,0,0,0
fX45y6BG,9471,409,1,7,0,0,0
CIPYh7Ly,9472,409,1,6,0,0,0
8Z9pBx4v,9473,409,2,8,0,0,1
Bt8fOlUp,9474,409,2,19,0,1,0
VoxDohUS,9475,409,3,19,0,0,2
1gtB5s6a,9476,409,1,9,0,0,0
gUZrCvMV,9477,409,1,6,0,0,0
RZiSHkqH,9478,409,3,14,1,1,0
14eapzcT,9479,409,8,27,0,1,6
47MpHyko,9480,409,8,47,0,0,7
j7Uqzhqu,9481,409,4,23,0,1,2
SGXORjrL,9482,409,1,6,0,0,0
9SFbAc6y,9483,409,1,7,0,0,0
0ZWNOPUv,9484,409,2,14,0,0,1
430hXsYE,9485,409,2,12,0,0,1
GU6WmgoH,9486,409,3,18,0,0,2
zknSWoFi,9487,409,2,6,0,0,0
4TlhL1ez,9488,409,2,7,0,0,1
CYDRIjLZ,9489,409,3,18,0,0,2
nqyBiWbw,9490,409,1,6,0,0,0
IrKqQVN9,9491,409,1,8,0,0,0
TWMlD3Sv,9492,409,1,6,0,0,0
O9KqyRkX,9493,409,27,130,0,1,23
XQEyVZrJ,9494,409,1,6,0,0,0
Grg1AVpr,9495,409,4,16,3,0,0
bkv3TuX7,9496,409,1,6,0,0,0
