MongoDB shell version: 3.0.11
connecting to: entry_2016
id,lecture,run,+normal,+repeat,+if,5#,10#,30#,60#,300#,long#
21,407,4,10,2,2,12,3,0,2,0,0
21,408,1,3,1,2,4,2,0,0,0,0
20,406,3,9,0,3,10,1,1,1,1,0
15,407,1,2,1,1,4,0,0,0,0,0
15,408,1,3,1,1,5,0,0,0,0,0
15,409,1,3,1,2,6,0,0,0,0,0
20,407,1,2,1,1,3,1,0,0,0,0
20,408,2,2,1,1,4,1,0,0,0,0
22,402,1,8,0,0,6,1,0,0,1,0
15,410,20,22,1,12,31,12,8,1,1,1
21,409,2,11,2,4,13,2,1,1,1,0
22,403,3,9,0,0,6,3,1,1,0,0
20,409,1,3,1,3,5,2,0,0,0,0
22,404,1,1,1,0,2,0,0,0,0,0
23,402,7,20,0,0,17,5,3,0,0,1
21,410,2,9,2,5,13,1,1,2,0,0
20,410,9,11,1,6,14,2,8,0,2,0
22,405,5,18,3,0,17,2,4,0,2,0
25,402,2,11,0,0,8,1,1,2,0,0
23,403,4,8,0,0,7,0,1,0,0,3
23,404,2,1,1,0,2,0,0,0,0,1
6,407,1,2,1,1,2,2,0,0,0,0
25,403,1,4,0,0,4,0,0,0,0,0
6,408,1,2,1,1,4,0,0,0,0,0
25,404,1,1,1,0,2,0,0,0,0,0
23,405,33,74,7,0,62,18,24,5,1,3
6,409,1,3,1,3,6,1,0,0,0,0
25,405,2,15,1,0,14,0,2,0,1,0
6,410,68,99,9,41,114,53,38,6,3,2
27,402,1,8,0,0,7,1,0,0,0,0
22,406,1,2,0,1,2,1,0,0,0,0
27,403,1,4,0,0,4,0,0,0,0,0
16,408,6,17,2,3,17,5,3,1,1,0
27,404,1,1,1,0,2,0,0,0,0,0
22,407,1,3,1,1,5,0,0,0,0,0
22,408,1,3,1,2,6,0,0,0,0,0
26,405,10,41,4,0,33,9,10,0,1,1
25,406,20,32,5,4,38,9,9,1,2,1
19,410,5,7,1,6,10,4,2,1,1,0
28,402,1,8,0,0,8,0,0,0,0,0
29,403,1,4,0,0,3,1,0,0,0,0
22,409,1,3,1,2,5,1,0,0,0,0
28,403,1,3,0,0,3,0,0,0,0,0
27,405,1,6,1,0,3,2,2,0,0,0
29,404,1,3,8,0,10,1,0,0,0,0
28,404,1,1,1,0,2,0,0,0,0,0
30,405,1,5,1,0,4,1,1,0,0,0
28,405,2,5,1,0,6,1,0,0,0,0
22,410,5,8,2,7,14,3,2,1,1,0
31,410,1,0,0,0,0,0,0,0,0,0
28,406,17,46,2,13,56,15,4,1,1,0
16,409,4,10,1,5,10,3,4,0,2,0
30,407,1,3,1,1,5,0,0,0,0,0
30,408,1,2,1,1,4,0,0,0,0,0
30,409,1,3,1,2,5,1,0,0,0,0
33,402,2,12,0,0,8,3,1,1,0,0
32,402,2,13,0,0,7,3,2,1,1,0
33,403,1,5,0,0,5,0,0,0,0,0
33,404,1,1,1,0,2,0,0,0,0,0
32,403,1,3,0,0,2,1,0,0,0,0
32,404,1,1,1,0,2,0,0,0,0,0
33,405,1,5,1,0,6,0,0,0,0,0
35,402,1,11,0,0,8,0,1,2,0,0
33,406,2,3,0,1,4,1,0,0,0,0
34,402,4,11,0,0,6,4,1,2,1,0
32,405,4,7,1,0,7,1,1,2,0,0
27,407,1,2,1,1,3,1,0,0,0,0
33,407,1,2,1,1,4,0,0,0,0,0
33,408,1,2,1,3,6,0,0,0,0,0
33,409,1,3,1,2,6,0,0,0,0,0
28,407,1,10,1,2,11,0,2,0,0,0
27,408,1,2,1,3,3,2,1,0,0,0
32,406,4,11,0,4,13,0,3,1,1,0
28,408,1,2,1,1,3,1,0,0,0,0
33,410,1,4,1,2,6,1,0,0,0,0
35,403,0,0,0,0,0,0,0,0,0,0
34,403,1,4,0,0,3,1,0,0,0,0
35,405,2,6,1,0,7,1,0,0,0,0
27,409,1,3,1,2,4,1,1,0,0,0
28,409,11,17,1,9,25,4,6,1,1,0
34,404,2,9,2,0,8,1,2,1,0,0
35,406,1,2,0,1,3,0,0,0,0,0
35,407,1,2,1,1,4,0,0,0,0,0
35,408,1,2,1,1,4,0,0,0,0,0
32,407,2,8,1,3,9,2,0,1,1,0
27,410,30,72,6,31,69,29,29,6,3,2
25,407,1,12,1,4,11,2,2,1,1,0
36,402,0,0,0,0,0,0,0,0,0,0
35,409,2,3,1,3,7,0,1,0,0,0
32,408,1,6,1,1,6,2,0,0,0,0
36,403,2,6,0,0,6,0,1,0,0,0
35,410,4,8,1,2,9,1,2,1,1,0
25,408,19,35,2,6,38,10,10,1,1,1
36,404,2,6,2,0,5,2,1,1,0,0
28,410,2,10,1,2,10,2,1,1,0,0
37,403,3,9,0,0,5,4,1,1,0,0
37,406,6,7,1,3,10,2,2,1,1,0
38,406,1,5,1,1,4,3,0,0,0,0
38,407,1,2,1,1,3,0,1,0,0,0
25,409,1,8,1,3,5,5,1,1,0,0
37,407,1,2,2,3,7,0,0,0,0,0
38,408,2,4,1,1,7,0,0,0,0,0
37,408,1,4,1,1,5,1,0,0,0,0
39,402,0,0,0,0,0,0,0,0,0,0
38,409,1,4,1,2,6,1,0,0,0,0
40,402,1,8,0,0,8,0,0,0,0,0
25,410,3,12,1,4,10,4,3,1,1,0
40,404,1,1,1,0,2,0,0,0,0,0
39,403,1,4,0,0,3,1,0,0,0,0
39,404,1,1,1,0,2,0,0,0,0,0
40,405,1,5,1,0,6,0,0,0,0,0
40,406,1,2,0,1,2,1,0,0,0,0
41,403,1,3,0,0,3,0,0,0,0,0
40,407,1,2,1,1,4,0,0,0,0,0
39,405,1,6,1,0,5,1,1,0,0,0
41,404,1,1,1,0,2,0,0,0,0,0
41,402,2,9,0,0,7,1,2,0,0,0
40,408,1,2,1,1,4,0,0,0,0,0
41,405,6,10,1,0,11,3,1,1,0,0
40,409,1,3,1,2,6,0,0,0,0,0
42,402,2,14,0,0,12,0,1,2,0,0
41,406,1,2,0,1,3,0,0,0,0,0
43,402,0,0,0,0,0,0,0,0,0,0
42,403,1,3,0,0,3,0,0,0,0,0
41,407,1,2,1,2,5,0,0,0,0,0
43,404,1,1,1,0,2,0,0,0,0,0
41,408,2,2,1,2,5,1,0,0,0,0
42,404,1,1,1,0,2,0,0,0,0,0
37,410,5,7,0,2,6,1,5,0,1,0
42,405,1,5,1,0,4,2,0,0,0,0
43,405,2,5,1,0,5,1,1,0,0,0
42,406,2,4,0,2,4,2,1,0,0,0
39,407,1,2,1,1,4,0,0,0,0,0
43,406,1,2,0,1,2,1,0,0,0,0
42,407,1,2,1,1,4,0,0,0,0,0
39,408,1,2,1,1,4,0,0,0,0,0
42,408,1,2,1,1,4,0,0,0,0,0
43,407,1,2,1,2,4,1,0,0,0,0
43,408,1,2,1,1,4,0,0,0,0,0
42,409,1,3,1,2,5,0,1,0,0,0
43,409,1,3,1,2,6,0,0,0,0,0
42,410,1,1,0,0,1,0,0,0,0,0
44,402,3,10,0,0,8,0,3,1,0,0
45,410,1,5,1,2,7,1,0,0,0,0
44,403,1,4,0,0,3,1,0,0,0,0
44,404,1,1,1,0,2,0,0,0,0,0
44,405,3,7,1,0,7,1,1,1,0,0
23,407,11,11,5,8,18,11,4,0,1,0
46,402,2,8,0,0,6,2,1,0,0,0
47,402,2,15,0,0,14,0,1,1,0,0
46,403,1,4,0,0,4,0,0,0,0,0
48,404,1,1,1,0,2,0,0,0,0,0
48,405,1,5,1,0,6,0,0,0,0,0
48,408,1,2,1,1,4,0,0,0,0,0
48,409,2,6,1,4,9,0,2,1,0,0
48,406,1,2,0,1,2,1,0,0,0,0
48,407,1,2,1,1,4,0,0,0,0,0
48,410,3,5,1,4,7,2,3,0,0,0
46,404,1,1,1,0,2,0,0,0,0,0
47,403,1,4,0,0,4,0,0,0,0,0
47,404,1,1,1,0,2,0,0,0,0,0
47,405,23,25,2,0,38,3,6,0,2,0
49,402,0,0,0,0,0,0,0,0,0,0
49,404,1,1,1,0,2,0,0,0,0,0
46,406,26,66,6,12,66,18,15,5,3,2
23,408,2,2,1,1,4,0,1,0,0,0
49,405,2,6,1,0,5,2,0,0,0,1
49,406,1,2,0,1,3,0,0,0,0,0
49,407,1,2,1,1,4,0,0,0,0,0
49,408,1,2,1,1,4,0,0,0,0,0
49,409,1,3,1,3,6,1,0,0,0,0
50,402,1,8,0,0,7,1,0,0,0,0
50,403,4,7,0,0,8,0,2,0,0,0
50,404,2,1,1,0,3,0,0,0,0,0
47,406,10,24,1,3,26,7,2,0,2,0
52,403,1,4,0,0,4,0,0,0,0,0
50,405,1,5,1,0,6,0,0,0,0,0
51,402,3,14,0,0,11,2,1,1,1,0
52,404,1,1,1,0,1,1,0,0,0,0
50,406,1,2,0,1,3,0,0,0,0,0
50,407,1,2,1,1,3,1,0,0,0,0
50,408,3,6,1,1,8,0,2,0,0,0
53,402,1,8,0,0,7,1,0,0,0,0
53,403,2,4,0,0,4,0,1,0,0,0
51,403,1,4,0,0,3,1,0,0,0,0
54,402,1,8,0,0,6,2,0,0,0,0
55,402,2,12,0,0,9,2,0,2,0,0
54,403,3,7,0,0,6,1,1,1,0,0
53,404,1,1,1,0,2,0,0,0,0,0
51,404,1,1,1,0,1,1,0,0,0,0
53,405,4,20,3,0,14,8,1,1,2,0
56,402,1,8,0,0,6,1,1,0,0,0
55,403,1,4,0,0,4,0,0,0,0,0
55,404,1,1,2,0,3,0,0,0,0,0
54,404,1,1,1,0,2,0,0,0,0,0
56,403,1,4,0,0,4,0,0,0,0,0
52,407,1,3,1,1,5,0,0,0,0,0
56,404,1,1,1,0,2,0,0,0,0,0
55,405,1,5,1,0,4,2,0,0,0,0
52,408,2,3,1,1,4,1,1,0,0,0
55,407,1,2,1,1,4,0,0,0,0,0
57,402,4,8,0,0,7,1,2,1,0,0
55,408,2,4,1,3,6,0,2,1,0,0
59,410,5,8,1,5,5,7,5,0,1,0
52,409,1,3,1,3,5,2,0,0,0,0
52,410,4,6,2,3,7,1,3,2,1,0
55,409,2,4,1,2,6,1,1,0,0,0
60,410,10,31,1,9,29,12,7,0,2,0
55,410,3,5,1,6,10,0,2,1,1,0
62,410,4,7,1,3,11,0,2,1,0,0
54,406,3,11,0,3,7,4,2,1,2,0
61,402,2,11,0,0,7,2,2,1,0,0
53,406,6,27,5,7,29,9,4,1,1,0
61,403,3,13,0,0,12,1,1,1,0,0
56,407,1,10,1,1,9,1,1,1,0,0
61,404,1,1,1,0,2,0,0,0,0,0
64,402,3,13,0,0,7,2,3,2,1,0
64,403,2,9,0,0,6,1,0,0,0,3
64,404,2,2,2,0,3,1,0,0,0,1
65,403,1,3,0,0,3,0,0,0,0,0
65,404,1,1,1,0,2,0,0,0,0,0
54,407,4,8,3,3,9,2,2,2,2,0
64,405,3,14,2,0,9,1,4,1,0,3
65,405,1,5,1,0,4,1,1,0,0,0
64,406,11,24,0,3,16,10,5,3,0,3
65,406,2,2,0,2,5,0,0,0,0,0
61,407,2,2,1,1,5,0,0,0,0,0
64,407,2,4,2,3,5,2,1,0,0,2
65,407,1,2,1,1,4,0,0,0,0,0
65,408,2,4,1,1,7,0,0,0,0,0
61,408,1,2,1,1,4,0,0,0,0,0
64,408,2,7,2,3,8,2,0,0,0,3
61,409,2,3,1,3,5,2,1,0,0,0
65,409,1,3,1,2,6,0,0,0,0,0
54,408,1,3,1,1,4,1,0,0,0,0
53,407,1,10,1,2,8,3,1,1,0,0
64,409,22,31,11,18,37,25,14,2,0,3
65,410,6,9,1,5,15,1,1,1,2,0
54,409,26,35,2,27,42,20,13,7,5,2
66,402,1,8,0,0,8,0,0,0,0,0
66,403,3,5,0,0,5,2,0,0,0,0
63,402,0,0,0,0,0,0,0,0,0,0
56,409,9,24,2,6,19,8,10,1,2,0
66,404,1,1,1,0,2,0,0,0,0,0
66,405,1,5,1,0,5,1,0,0,0,0
66,406,1,2,0,3,4,1,0,0,0,0
66,407,1,6,1,2,9,0,0,0,0,0
66,408,1,2,1,1,4,0,0,0,0,0
66,409,1,3,1,2,4,2,0,0,0,0
66,410,1,5,1,2,5,2,1,0,0,0
63,403,4,5,0,0,3,2,2,0,1,0
67,402,1,8,0,0,6,2,0,0,0,0
67,403,1,3,0,0,3,0,0,0,0,0
67,404,1,1,1,0,2,0,0,0,0,0
67,405,1,5,1,0,5,1,0,0,0,0
67,406,3,5,0,3,5,1,3,0,1,0
68,402,3,8,0,0,7,1,1,1,0,0
68,403,2,3,0,0,3,1,0,0,0,0
67,407,1,2,1,2,4,1,0,0,0,0
68,404,1,1,1,0,1,1,0,0,0,0
67,408,1,2,1,1,4,0,0,0,0,0
69,402,2,10,0,0,8,0,2,1,0,0
68,405,1,5,1,0,3,3,0,0,0,0
67,409,1,3,1,2,4,2,0,0,0,0
69,403,1,4,0,0,4,0,0,0,0,0
68,406,9,12,1,6,12,4,7,1,2,1
69,404,1,2,1,0,3,0,0,0,0,0
67,410,6,7,1,3,12,0,1,2,1,0
69,405,1,6,1,0,6,1,0,0,0,0
46,407,1,2,1,1,4,0,0,0,0,0
46,408,1,2,1,1,3,1,0,0,0,0
69,406,6,18,0,2,19,2,2,2,0,0
46,409,2,4,1,2,4,4,0,0,0,0
46,410,6,7,1,5,11,1,3,0,3,0
70,402,1,8,0,0,7,0,1,0,0,0
70,403,1,4,0,0,4,0,0,0,0,0
71,402,2,11,0,0,7,2,2,1,0,0
70,404,1,1,1,0,2,0,0,0,0,0
69,407,1,9,1,1,7,2,1,1,0,0
69,408,1,2,1,1,4,0,0,0,0,0
70,405,3,11,1,0,9,1,1,2,1,0
71,403,3,9,0,0,7,0,2,1,1,0
72,402,1,8,0,0,6,1,1,0,0,0
68,407,2,2,1,2,5,0,1,0,0,0
71,404,1,1,1,0,1,0,1,0,0,0
72,403,1,4,0,0,4,0,0,0,0,0
72,404,1,1,1,0,2,0,0,0,0,0
70,406,2,8,0,5,9,2,2,0,0,1
68,408,1,2,1,1,3,0,1,0,0,0
72,405,9,24,4,0,22,4,5,2,2,1
73,402,2,10,0,0,8,3,0,0,0,0
54,410,8,20,1,9,21,9,5,0,2,0
73,403,1,4,0,0,4,0,0,0,0,0
73,404,1,1,1,0,2,0,0,0,0,0
70,407,10,40,4,7,43,6,6,1,3,1
73,405,2,10,3,0,10,1,2,1,0,0
73,406,1,2,0,1,3,0,0,0,0,0
73,407,1,2,1,1,4,0,0,0,0,0
73,408,1,2,1,1,4,0,0,0,0,0
73,409,1,3,1,2,6,0,0,0,0,0
72,406,1,6,2,2,6,1,2,1,0,0
72,407,1,3,1,1,5,0,0,0,0,0
72,408,1,2,1,1,4,0,0,0,0,0
70,409,1,4,1,3,7,1,0,0,0,0
74,402,1,8,0,0,8,0,0,0,0,0
72,409,1,3,1,2,6,0,0,0,0,0
74,403,1,3,0,0,2,1,0,0,0,0
70,410,18,24,3,6,28,7,13,0,1,1
74,404,1,1,1,0,2,0,0,0,0,0
72,410,2,4,1,3,5,3,1,0,0,0
74,405,11,14,1,0,14,5,4,0,2,0
76,402,1,9,0,0,8,1,0,0,0,0
75,402,8,56,0,0,34,16,10,0,2,1
76,403,2,4,0,0,4,1,0,0,0,0
76,404,1,1,1,0,2,0,0,0,0,0
76,405,1,5,1,0,6,0,0,0,0,0
74,406,9,31,7,7,35,7,9,0,2,0
76,406,2,4,0,1,4,2,0,0,0,0
76,407,1,2,1,1,4,0,0,0,0,0
77,410,9,19,1,3,20,2,5,1,3,0
76,408,1,4,1,1,6,0,0,0,0,0
76,409,1,4,1,3,8,0,0,0,0,0
76,410,2,6,1,3,8,0,2,1,0,0
74,407,1,11,1,2,10,2,1,1,0,0
74,408,2,3,1,1,3,2,1,0,0,0
78,402,4,8,0,0,7,2,1,1,0,0
78,404,1,1,1,0,2,0,0,0,0,0
74,409,7,21,1,10,23,5,7,1,2,0
79,402,1,8,0,0,5,3,0,0,0,0
75,403,1,3,0,0,3,0,0,0,0,0
79,403,1,3,0,0,2,1,0,0,0,0
79,404,1,1,1,0,2,0,0,0,0,0
75,404,1,4,1,0,3,1,1,0,0,0
79,405,1,6,1,0,3,3,1,0,0,0
75,405,3,11,2,0,5,4,4,0,2,0
24,402,3,15,0,0,13,1,1,1,1,0
79,406,3,3,0,2,4,1,1,1,0,0
24,403,2,4,0,0,4,0,1,0,0,0
24,404,1,1,1,0,2,0,0,0,0,0
80,402,1,8,0,0,7,1,0,0,0,0
79,407,1,2,1,1,2,1,1,0,0,0
81,402,1,8,0,0,8,0,0,0,0,0
79,408,1,2,1,1,4,0,0,0,0,0
79,409,3,4,3,3,5,2,3,1,1,0
82,402,9,15,0,0,18,1,2,2,0,0
82,403,1,3,0,0,3,0,0,0,0,0
83,402,2,8,0,0,4,5,0,0,0,0
84,402,1,8,0,0,8,0,0,0,0,0
82,404,1,2,1,0,3,0,0,0,0,0
83,403,2,3,0,0,4,0,0,0,0,0
84,403,1,3,0,0,3,0,0,0,0,0
84,404,1,1,1,0,2,0,0,0,0,0
83,404,3,7,1,0,5,3,1,1,0,0
84,405,1,5,1,0,5,1,0,0,0,0
84,406,1,2,0,1,3,0,0,0,0,0
84,407,1,2,1,1,4,0,0,0,0,0
84,408,1,3,1,2,6,0,0,0,0,0
82,406,1,2,0,1,2,1,0,0,0,0
84,409,1,3,1,2,6,0,0,0,0,0
83,405,9,31,2,0,22,10,6,0,2,1
82,407,1,3,1,3,7,0,0,0,0,0
82,408,3,7,1,3,10,0,2,1,0,0
82,409,2,3,1,4,7,2,0,0,0,0
82,410,51,37,3,31,88,16,12,3,1,1
83,406,7,12,0,1,12,2,3,1,1,0
85,402,1,8,0,0,6,2,0,0,0,0
83,407,5,11,1,1,10,5,0,1,1,0
85,403,3,6,0,0,6,0,1,0,1,0
85,404,1,1,1,0,2,0,0,0,0,0
85,405,1,7,3,0,6,1,0,2,1,0
85,406,3,6,0,1,5,2,1,1,0,0
85,407,1,3,1,1,3,0,2,0,0,0
85,408,1,2,1,1,3,1,0,0,0,0
85,409,1,3,1,2,3,2,1,0,0,0
85,410,10,10,1,9,12,6,7,0,3,1
86,402,1,8,0,0,6,1,1,0,0,0
86,403,1,3,0,0,3,0,0,0,0,0
87,402,1,8,0,0,8,0,0,0,0,0
86,404,1,1,1,0,2,0,0,0,0,0
87,405,1,5,1,0,6,0,0,0,0,0
86,405,2,6,1,0,7,1,0,0,0,0
87,406,1,2,0,1,3,0,0,0,0,0
87,407,1,2,1,1,4,0,0,0,0,0
87,409,1,3,1,2,4,1,1,0,0,0
87,408,1,2,1,1,4,0,0,0,0,0
89,402,1,8,0,0,8,0,0,0,0,0
89,403,1,3,0,0,3,0,0,0,0,0
88,402,2,8,0,0,7,1,1,0,0,0
89,404,1,1,1,0,1,0,1,0,0,0
89,405,1,7,1,0,7,1,0,0,0,0
88,403,1,3,0,0,2,1,0,0,0,0
88,404,1,7,1,0,7,0,1,0,0,0
89,408,5,8,2,3,12,1,2,0,2,0
89,406,1,2,0,1,2,1,0,0,0,0
89,407,1,3,1,1,5,0,0,0,0,0
89,409,2,3,1,4,7,2,0,0,0,0
88,406,1,11,0,2,7,4,0,1,1,0
88,407,1,14,1,2,12,3,0,1,1,0
88,408,2,13,1,4,15,3,0,1,0,0
90,402,2,10,0,0,8,1,1,1,0,0
90,403,1,3,0,0,3,0,0,0,0,0
90,404,1,1,1,0,2,0,0,0,0,0
90,405,4,22,1,0,13,9,1,0,3,0
88,409,0,0,0,0,0,0,0,0,0,0
88,410,1,12,1,3,9,2,3,1,1,0
90,406,2,4,0,1,4,1,1,0,0,0
90,407,2,3,1,1,5,1,0,0,0,0
90,408,1,2,1,1,4,0,0,0,0,0
90,409,3,3,1,3,7,1,1,0,0,0
90,410,2,7,1,2,7,1,2,0,1,0
92,402,1,8,0,0,7,1,0,0,0,0
92,403,1,3,0,0,3,0,0,0,0,0
92,404,1,1,1,0,2,0,0,0,0,0
92,405,2,6,1,0,6,1,1,0,0,0
93,403,2,4,0,0,4,0,1,0,0,0
93,404,1,1,1,0,2,0,0,0,0,0
93,407,1,2,1,1,4,0,0,0,0,0
92,409,2,3,1,3,6,1,1,0,0,0
93,408,1,2,1,1,4,0,0,0,0,0
93,409,2,6,1,2,7,2,1,0,0,0
93,405,1,5,1,0,6,0,0,0,0,0
92,407,1,2,1,1,3,1,0,0,0,0
92,408,1,2,1,1,4,0,0,0,0,0
93,410,4,6,1,3,11,0,0,2,0,0
94,402,2,11,0,0,7,3,0,1,1,0
94,403,1,3,0,0,1,2,0,0,0,0
94,404,1,2,2,0,3,1,0,0,0,0
95,402,1,8,0,0,7,1,0,0,0,0
95,403,2,4,0,0,3,1,1,0,0,0
95,404,1,1,1,0,2,0,0,0,0,0
95,405,2,5,1,0,3,4,0,0,0,0
96,402,2,9,0,0,7,1,1,1,0,0
96,403,1,4,0,0,4,0,0,0,0,0
96,404,1,1,1,0,2,0,0,0,0,0
96,405,3,6,1,0,6,1,1,1,0,0
97,402,1,8,0,0,8,0,0,0,0,0
97,403,1,4,0,0,3,1,0,0,0,0
97,404,1,1,1,0,2,0,0,0,0,0
97,406,1,2,0,1,2,1,0,0,0,0
97,407,1,2,1,1,4,0,0,0,0,0
97,408,2,2,1,1,4,1,0,0,0,0
97,409,7,14,2,9,20,5,3,1,2,0
98,402,1,8,0,0,7,1,0,0,0,0
98,404,1,1,1,0,2,0,0,0,0,0
98,405,1,14,1,0,12,1,1,1,0,0
98,406,8,12,0,3,13,4,2,0,3,0
98,407,1,2,1,1,4,0,0,0,0,0
98,408,2,6,1,2,8,0,1,1,0,0
97,410,2,8,0,0,6,2,0,1,0,0
98,410,14,21,4,6,28,10,4,0,2,0
57,403,1,3,0,0,1,2,0,0,0,0
